company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Cleverly","cleverly.ai","Netherlands","EMEA","hr-tech","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Automated customer support service with AI chatbots and voice agents."
"Spixii","spixii.com","UK","EMEA","insurtech","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","AI-powered chatbot and voice assistant for customer service."
"Creative Virtual","creativevirtual.com","UK","EMEA","any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Virtual assistant and chatbot solutions for customer service."
"Sabio Group","sabiogroup.com","UK","EMEA","any","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","A contact center solutions and services provider focusing on optimizing customer experiences."
"Puzzel","puzzel.com","Norway","EMEA","any","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Cloud-based contact center solution with AI and automation features."
"Ascensos","ascensos.com","UK","EMEA","Any","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Customer management services including contact center operations."
"Rasa","rasa.com","Germany","EMEA","any","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Open-source conversational AI framework, used to build voice assistants and chatbots."
"boost.ai","boost.ai","Norway","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Provides a conversational AI platform for automating customer service interactions."
"Toolsonair","toolsonair.com","ES","EMEA","marketing","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","call automation","Software solutions for television broadcasting with call automation."
"Wluper","wluper.com","UK","EMEA","any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice technology","Virtual assistant technology for various industries."
"Utterly","utterly.app","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","AI-powered call center automation."
"Amberscript","amberscript.com","Netherlands","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech recognition","Provides automated speech-to-text services which can be used to analyse voice data."
"Aflorithmic","aflorithmic.ai","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice cloning","Generates human-quality voice content for various applications."
"i2x.ai","i2x.ai","DE","EMEA","Sales","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","AI-powered real-time coaching for call center agents."
"Oneview Healthcare","oneviewhealthcare.com","IE","EMEA","healthcare","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","automated appointment reminders","Provides patient engagement solutions utilizing phone calls for appointment reminders and post-discharge follow-up."
"Respeecher","respeecher.com","Ukraine","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice cloning","Voice cloning and voice modification for entertainment, advertising, and accessibility."
"DataProphet","dataprophet.com","South Africa","EMEA","manufacturing","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice interface","AI-powered solutions for manufacturing, including voice interfaces for operators."
"Polycare","polycare.com","DE","EMEA","healthcare","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","phone support","AI-powered telephone support for healthcare, helping patients find care and book appointments."
"Clynx","clynx.io","Portugal","EMEA","collections","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","automated calling","Debt collection software with automated calling and payment reminders."
"Docplanner","docplanner.com","Poland","EMEA","healthcare","phone-workflow","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","appointment reminders","Online healthcare booking platform with phone-based patient support and appointment reminders."
"Antal International","antal.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","BPO solutions including recruitment for contact centers."
"Sensée","sensee.co.uk","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Home-based customer service and contact center outsourcing."
